Process Arrival_Time Service_Time Priority
P7732 42564 8 12
P7733 42567 6 11
P7734 42574 3 16
P7735 42581 16 15
P7736 42584 7 15
P7737 42587 8 13
P7738 42594 9 19
P7739 42597 1 19
P7740 42601 4 6
P7741 42606 19 12
P7742 42609 11 19
P7743 42614 7 16
P7744 42622 16 9
P7745 42630 4 19
P7746 42639 20 16
P7747 42640 6 5
P7748 42647 9 7
P7749 42651 15 19
P7750 42660 5 2
P7751 42664 5 17
P7752 42666 16 17
P7753 42674 8 2
P7754 42677 2 14
P7755 42685 20 10
P7756 42692 20 6
P7757 42701 13 2
P7758 42707 9 4
P7759 42713 20 5
P7760 42717 3 15
P7761 42724 8 19
P7762 42734 18 14
P7763 42739 8 6
P7764 42740 1 11
P7765 42749 19 16
P7766 42754 2 8
P7767 42759 20 18
P7768 42766 2 10
P7769 42770 15 15
P7770 42773 1 18
P7771 42782 17 10
P7772 42786 19 6
P7773 42793 16 4
P7774 42798 20 18
P7775 42799 7 5
P7776 42800 12 14
P7777 42806 17 9
P7778 42808 16 1
P7779 42818 14 17
P7780 42828 20 11
P7781 42833 15 20
P7782 42841 19 19
P7783 42846 1 19
P7784 42852 15 12
P7785 42861 10 12
P7786 42864 4 1
P7787 42874 7 17
P7788 42876 12 14
P7789 42885 9 4
P7790 42887 9 8
P7791 42890 16 20
P7792 42900 5 11
P7793 42910 14 16
P7794 42918 10 15
P7795 42925 14 10
P7796 42931 3 14
P7797 42938 1 9
P7798 42948 1 10
P7799 42954 19 12
P7800 42959 17 11
P7801 42960 18 20
P7802 42965 5 4
P7803 42974 6 19
P7804 42982 1 16
P7805 42987 7 18
P7806 42995 5 20
P7807 42997 12 16
P7808 42999 10 20
P7809 43006 19 15
P7810 43013 2 8
P7811 43021 10 10
P7812 43025 20 15
P7813 43033 20 8
P7814 43036 6 2
P7815 43040 20 16
P7816 43044 17 10
P7817 43051 4 9
P7818 43055 17 13
P7819 43060 16 15
P7820 43061 11 7
P7821 43066 10 12
P7822 43075 11 15
P7823 43083 15 5
P7824 43091 2 4
P7825 43094 18 10
P7826 43103 20 11
P7827 43106 20 17
P7828 43113 3 13
P7829 43118 19 19
P7830 43123 14 8
P7831 43129 7 2
P7832 43136 1 7
P7833 43142 8 4
P7834 43148 5 14
P7835 43151 8 19
P7836 43161 19 19
P7837 43168 17 10
P7838 43174 12 10
P7839 43179 1 13
P7840 43187 3 2
P7841 43196 15 14
P7842 43197 9 13
P7843 43205 8 7
P7844 43211 6 11
P7845 43212 17 16
P7846 43214 17 14
P7847 43217 8 16
P7848 43218 12 18
P7849 43226 5 18
P7850 43233 6 16
P7851 43235 18 15
P7852 43241 17 14
P7853 43246 3 13
P7854 43251 13 20
P7855 43255 19 15
P7856 43257 12 10
P7857 43266 4 16
P7858 43270 4 12
P7859 43273 1 6
P7860 43279 8 7
P7861 43280 6 19
P7862 43282 3 4
P7863 43284 10 14
P7864 43293 5 10
P7865 43297 5 18
P7866 43301 17 17
P7867 43307 16 1
P7868 43309 4 20
P7869 43314 14 20
P7870 43319 14 2
P7871 43324 10 2
P7872 43330 18 9
P7873 43340 16 11
P7874 43350 15 9
P7875 43359 1 4
P7876 43369 5 13
P7877 43371 11 20
P7878 43380 18 11
P7879 43389 19 16
P7880 43394 11 1
P7881 43398 5 9
P7882 43399 19 20
P7883 43400 13 13
P7884 43407 19 19
P7885 43416 10 1
P7886 43426 18 5
P7887 43435 3 18
P7888 43443 17 16
P7889 43446 11 20
P7890 43452 6 15
P7891 43458 1 2
P7892 43466 10 1
P7893 43469 17 8
P7894 43477 9 12
P7895 43481 19 11
P7896 43489 1 11
P7897 43499 15 16
P7898 43509 5 8
P7899 43514 12 17
P7900 43524 17 10
P7901 43527 17 15
P7902 43528 19 10
P7903 43535 15 13
P7904 43536 3 17
P7905 43540 3 7
P7906 43541 10 10
P7907 43543 2 10
P7908 43551 5 8
P7909 43559 14 8
P7910 43562 3 13
P7911 43568 8 7
P7912 43574 10 10
P7913 43577 5 14
P7914 43583 11 7
P7915 43588 5 13
P7916 43596 16 13
P7917 43599 19 18
P7918 43608 17 14
P7919 43618 3 2
P7920 43621 13 3
P7921 43622 7 20
P7922 43625 13 1
P7923 43626 19 15
P7924 43636 2 6
P7925 43642 17 5
P7926 43644 20 18
P7927 43648 17 18
P7928 43657 6 6
P7929 43667 12 12
P7930 43670 1 2
P7931 43676 1 4
P7932 43678 13 10
P7933 43681 11 9
P7934 43683 15 16
P7935 43687 4 1
P7936 43689 18 1
P7937 43698 19 9
P7938 43707 8 18
P7939 43713 5 4
P7940 43720 10 18
P7941 43725 9 19
P7942 43732 1 16
P7943 43741 3 1
P7944 43745 2 2
P7945 43749 1 7
P7946 43754 16 19
P7947 43757 13 16
P7948 43758 13 12
P7949 43763 11 17
P7950 43767 11 9
P7951 43772 15 4
P7952 43773 14 10
P7953 43775 18 13
P7954 43779 2 20
P7955 43783 13 4
P7956 43787 11 19
P7957 43791 9 1
P7958 43793 11 8
P7959 43803 14 13
P7960 43805 15 9
P7961 43808 20 15
P7962 43813 8 9
P7963 43820 16 1
P7964 43822 8 15
P7965 43827 11 12
P7966 43831 1 14
P7967 43839 1 15
P7968 43849 16 17
P7969 43859 17 8
P7970 43864 19 3
P7971 43870 16 18
P7972 43879 13 20
P7973 43883 13 10
P7974 43885 8 20
P7975 43889 15 6
P7976 43896 14 1
P7977 43905 4 6
P7978 43910 8 3
P7979 43914 4 13
P7980 43916 13 14
P7981 43925 14 14
P7982 43931 20 7
P7983 43937 11 11
P7984 43943 18 14
P7985 43951 10 15
P7986 43953 5 14
P7987 43955 3 18
P7988 43957 18 3
P7989 43960 10 13
P7990 43969 7 4
P7991 43978 13 19
P7992 43983 16 9
P7993 43990 8 17
P7994 43999 19 8
P7995 44008 15 16
P7996 44016 18 6
P7997 44025 10 17
P7998 44030 6 15
P7999 44033 18 1
P8000 44035 8 19
P8001 44042 5 3
P8002 44043 12 3
P8003 44050 17 5
P8004 44052 17 5
P8005 44054 13 5
P8006 44064 16 10
P8007 44068 14 15
P8008 44077 2 18
P8009 44086 3 13
P8010 44096 4 19
P8011 44097 19 5
P8012 44104 4 4
P8013 44108 19 17
P8014 44110 8 20
P8015 44115 7 12
P8016 44120 16 18
P8017 44129 11 10
P8018 44136 6 13
P8019 44141 7 4
P8020 44144 17 11
P8021 44147 12 9
P8022 44151 1 9
P8023 44156 2 1
P8024 44164 9 5
P8025 44172 20 13
P8026 44176 6 15
P8027 44182 20 18
P8028 44186 8 15
P8029 44193 19 19
P8030 44195 14 6
P8031 44200 19 17
P8032 44206 10 20
P8033 44209 18 3
P8034 44210 10 20
P8035 44215 2 12
P8036 44221 10 1
P8037 44222 18 16
P8038 44225 4 8
P8039 44227 11 11
P8040 44235 3 1
P8041 44242 13 18
P8042 44244 12 15
P8043 44247 3 3
P8044 44255 10 5
P8045 44261 3 18
P8046 44264 10 20
P8047 44271 16 5
P8048 44281 9 19
P8049 44288 14 1
P8050 44296 12 3
P8051 44297 6 10
P8052 44302 18 3
P8053 44304 10 9
P8054 44309 11 7
P8055 44313 17 2
P8056 44316 11 15
P8057 44320 19 1
P8058 44322 9 18
P8059 44331 10 18
P8060 44335 17 5
P8061 44339 15 4
P8062 44349 17 1
P8063 44358 16 7
P8064 44366 15 11
P8065 44369 17 12
P8066 44377 15 12
P8067 44382 14 7
P8068 44388 17 18
P8069 44391 19 15
P8070 44400 14 19
P8071 44403 2 19
P8072 44413 8 3
P8073 44420 15 10
P8074 44424 8 3
P8075 44433 16 19
P8076 44442 20 15
P8077 44446 17 20
P8078 44447 15 20
P8079 44451 16 9
P8080 44453 20 5
P8081 44461 18 14
P8082 44463 1 14
P8083 44469 20 20
P8084 44479 13 6
P8085 44483 8 17
P8086 44485 1 6
P8087 44490 10 2
P8088 44493 5 3
P8089 44494 5 7
P8090 44499 11 13
P8091 44504 4 4
P8092 44512 9 9
P8093 44522 10 6
P8094 44524 7 3
P8095 44532 2 2
P8096 44539 6 17
P8097 44543 9 14
P8098 44548 1 14
P8099 44557 8 19
P8100 44560 13 14
P8101 44567 9 13
P8102 44571 16 20
P8103 44575 15 6
P8104 44584 9 4
P8105 44593 8 4
P8106 44598 15 7
P8107 44599 6 5
P8108 44605 1 18
P8109 44612 18 20
P8110 44616 8 18
P8111 44623 20 1
P8112 44624 5 15
P8113 44626 1 19
P8114 44633 19 12
P8115 44634 1 11
P8116 44644 8 16
P8117 44649 20 8
P8118 44659 1 5
P8119 44667 13 17
P8120 44668 4 2
P8121 44675 8 8
P8122 44681 2 8
P8123 44690 8 17
P8124 44694 13 2
P8125 44703 3 14
P8126 44705 20 12
P8127 44712 3 6
P8128 44717 7 1
P8129 44724 11 8
P8130 44729 9 13
P8131 44737 10 11
P8132 44740 2 1
P8133 44744 11 4
P8134 44750 3 17
P8135 44755 3 16
P8136 44762 11 11
P8137 44772 9 18
P8138 44782 2 3
P8139 44792 6 6
P8140 44802 9 19
P8141 44809 5 18
P8142 44815 19 4
P8143 44817 17 3
P8144 44818 4 10
P8145 44821 16 1
P8146 44827 7 4
P8147 44833 14 6
P8148 44839 9 11
P8149 44843 7 3
P8150 44849 1 18
P8151 44853 14 12
P8152 44856 2 8
P8153 44866 13 16
P8154 44876 8 11
P8155 44886 1 8
P8156 44891 4 5
P8157 44898 3 8
P8158 44901 15 4
P8159 44904 20 19
P8160 44914 7 13
P8161 44924 15 16
P8162 44926 11 15
P8163 44928 3 15
P8164 44938 13 12
P8165 44942 11 14
P8166 44949 7 16
P8167 44952 8 5
P8168 44955 1 9
P8169 44960 18 10
P8170 44970 1 11
P8171 44980 2 5
P8172 44982 13 2
P8173 44986 7 10
P8174 44991 16 16
P8175 45001 5 2
P8176 45008 14 13
P8177 45017 1 19
P8178 45018 17 10
P8179 45024 17 1
P8180 45034 3 20
P8181 45039 8 14
P8182 45044 15 9
P8183 45054 18 18
P8184 45059 18 8
P8185 45067 11 15
P8186 45075 14 2
P8187 45083 15 5
P8188 45091 14 5
P8189 45099 9 4
P8190 45108 13 15
P8191 45114 2 18
P8192 45119 13 17
P8193 45121 4 12
P8194 45126 11 3
P8195 45133 19 16
P8196 45139 20 3
P8197 45143 6 8
P8198 45146 16 12
P8199 45156 15 10
P8200 45162 7 6
P8201 45172 2 13
P8202 45181 16 19
P8203 45188 11 2
P8204 45193 8 18
P8205 45199 15 16
P8206 45204 13 20
P8207 45206 14 10
P8208 45207 18 17
P8209 45210 12 7
P8210 45217 16 10
P8211 45222 12 13
P8212 45232 7 6
P8213 45241 13 17
P8214 45245 17 8
P8215 45249 7 4
P8216 45251 1 18
P8217 45261 20 8
P8218 45271 4 17
P8219 45273 6 12
P8220 45276 16 11
P8221 45284 14 17
P8222 45288 18 18
P8223 45298 4 14
P8224 45306 17 18
P8225 45315 6 13
P8226 45325 16 13
P8227 45332 14 16
P8228 45342 2 5
P8229 45344 14 2
P8230 45350 9 20
P8231 45357 4 14
P8232 45367 6 9
P8233 45369 6 3
P8234 45370 3 3
P8235 45378 14 6
P8236 45379 14 20
P8237 45380 3 19
P8238 45388 20 7
P8239 45391 6 8
P8240 45394 20 17
P8241 45395 13 3
P8242 45398 2 12
P8243 45408 5 17
P8244 45412 8 7
P8245 45416 14 8
P8246 45425 16 8
P8247 45432 6 12
P8248 45438 1 20
P8249 45446 16 17
P8250 45452 17 4
P8251 45460 6 18
P8252 45462 13 19
P8253 45469 9 9
P8254 45475 6 7
P8255 45481 5 7
P8256 45485 11 12
P8257 45493 10 18
P8258 45495 16 5
P8259 45496 12 2
P8260 45503 16 10
P8261 45505 15 7
P8262 45509 19 2
P8263 45513 16 10
P8264 45520 17 10
P8265 45527 13 4
P8266 45528 2 11
P8267 45532 2 4
P8268 45540 20 15
P8269 45550 4 17
P8270 45556 15 8
P8271 45562 11 3
P8272 45572 5 14
P8273 45576 10 13
P8274 45585 9 4
P8275 45593 14 9
P8276 45597 2 3
P8277 45600 20 6
P8278 45610 3 9
P8279 45611 16 4
P8280 45616 1 16
P8281 45620 8 4
P8282 45628 15 8
P8283 45637 3 18
P8284 45643 17 20
P8285 45651 15 10
P8286 45657 9 15
P8287 45665 19 10
P8288 45672 4 18
P8289 45675 16 9
P8290 45683 5 11
P8291 45688 17 3
P8292 45698 8 8
P8293 45708 20 13
P8294 45713 2 13
P8295 45723 1 20
P8296 45733 8 2
P8297 45738 20 12
P8298 45740 4 8
P8299 45741 10 8
P8300 45742 13 20
P8301 45744 4 16
P8302 45745 4 1
P8303 45753 4 19
P8304 45761 12 4
P8305 45766 14 19
P8306 45770 6 18
P8307 45776 9 18
P8308 45785 5 19
P8309 45795 19 9
P8310 45799 16 20
P8311 45802 15 4
P8312 45810 9 6
P8313 45816 4 10
P8314 45823 20 3
P8315 45826 1 1
P8316 45833 5 2
P8317 45834 11 9
P8318 45844 18 2
P8319 45853 1 9
P8320 45854 7 5
P8321 45863 3 4
P8322 45871 8 3
P8323 45872 17 9
P8324 45874 5 16
P8325 45876 14 6
P8326 45879 6 13
P8327 45889 9 2
P8328 45898 15 17
P8329 45908 10 6
P8330 45916 6 16
P8331 45919 4 15
P8332 45923 5 2
P8333 45932 19 1
P8334 45938 11 17
P8335 45944 4 16
P8336 45945 9 18
P8337 45949 3 5
P8338 45959 17 14
P8339 45960 12 19
P8340 45964 10 7
P8341 45966 6 19
P8342 45974 9 7
P8343 45983 17 2
P8344 45992 2 15
P8345 46002 11 7
P8346 46003 9 3
P8347 46006 9 9
P8348 46007 20 19
P8349 46013 2 18
P8350 46015 10 13
P8351 46023 2 3
P8352 46026 13 4
P8353 46035 8 9
P8354 46042 13 18
P8355 46043 13 11
P8356 46047 7 9
P8357 46055 1 11
P8358 46064 15 10
P8359 46070 2 15
P8360 46076 3 2
P8361 46084 4 15
P8362 46088 16 9
P8363 46093 15 16
P8364 46102 12 2
P8365 46104 20 11
P8366 46110 18 20
P8367 46114 1 7
P8368 46120 17 8
P8369 46125 5 9
P8370 46133 6 13
P8371 46141 14 12
P8372 46145 12 10
P8373 46154 14 17
P8374 46164 11 11
P8375 46166 8 4
P8376 46176 15 2
P8377 46184 6 2
P8378 46188 2 10
P8379 46192 9 4
P8380 46196 6 20
P8381 46197 12 4
P8382 46202 1 2
P8383 46210 8 17
P8384 46211 13 8
P8385 46216 2 6
P8386 46225 3 18
P8387 46231 7 5
P8388 46238 3 1
P8389 46242 8 12
P8390 46244 16 16
P8391 46247 6 16
P8392 46248 15 14
P8393 46255 2 7
P8394 46260 14 1
P8395 46269 15 11
P8396 46274 15 4
P8397 46279 8 12
P8398 46281 16 2
P8399 46288 2 11
P8400 46297 3 8
P8401 46298 10 10
P8402 46299 20 9
P8403 46307 11 2
P8404 46310 20 20
P8405 46314 6 15
P8406 46315 10 9
P8407 46322 10 10
P8408 46326 12 4
P8409 46328 8 1
P8410 46338 11 18
P8411 46339 14 14
P8412 46348 7 16
P8413 46356 16 17
P8414 46362 3 3
P8415 46364 18 5
P8416 46374 19 13
P8417 46380 14 8
P8418 46385 12 16
P8419 46388 8 8
P8420 46398 20 16
P8421 46399 11 20
P8422 46402 3 19
P8423 46403 12 16
P8424 46404 16 20
P8425 46409 7 6
P8426 46416 4 10
P8427 46418 7 20
P8428 46428 5 19
P8429 46438 3 14
P8430 46448 20 3
P8431 46457 11 13
P8432 46466 7 19
P8433 46471 15 3
P8434 46479 12 15
P8435 46482 3 7
P8436 46483 20 15
P8437 46490 3 4
P8438 46496 6 4
P8439 46505 6 14
P8440 46513 17 17
P8441 46514 14 6
P8442 46520 11 5
P8443 46521 1 5
P8444 46530 20 9
P8445 46537 7 7
P8446 46544 12 10
P8447 46554 4 10
P8448 46562 3 10
P8449 46566 20 2
P8450 46576 14 5
P8451 46583 13 15
P8452 46591 19 11
P8453 46596 11 1
P8454 46600 2 19
P8455 46607 19 19
P8456 46616 12 1
P8457 46625 7 4
P8458 46630 1 19
P8459 46635 17 8
P8460 46642 3 12
P8461 46643 20 10
P8462 46645 7 11
P8463 46653 4 4
P8464 46659 2 16
P8465 46660 3 9
P8466 46661 3 12
P8467 46671 10 10
P8468 46678 6 12
P8469 46679 4 17
P8470 46688 10 11
P8471 46691 4 10
P8472 46701 3 16
P8473 46708 19 10
P8474 46716 12 13
P8475 46722 20 7
P8476 46724 12 11
P8477 46726 16 7
P8478 46731 11 13
P8479 46736 6 17
P8480 46743 18 3
P8481 46753 19 6
P8482 46763 14 15
P8483 46772 12 10
P8484 46775 14 6
P8485 46776 8 5
P8486 46785 6 8
P8487 46788 13 18
P8488 46789 17 9
P8489 46796 12 12
P8490 46802 18 15
P8491 46805 20 10
P8492 46807 15 10
P8493 46812 11 16
P8494 46817 9 11
P8495 46822 17 8
P8496 46830 7 8
P8497 46840 3 20
P8498 46846 10 18
P8499 46855 12 4
P8500 46860 6 6
P8501 46862 2 11
P8502 46869 4 16
P8503 46871 19 13
P8504 46875 2 10
P8505 46880 4 1
P8506 46882 20 9
P8507 46891 13 8
P8508 46895 4 7
P8509 46904 12 9
P8510 46909 2 15
P8511 46918 12 12
P8512 46922 7 14
P8513 46932 3 14
P8514 46936 20 16
P8515 46941 11 14
P8516 46944 11 20
P8517 46950 5 13
P8518 46957 19 6
P8519 46963 13 20
P8520 46968 7 15
P8521 46971 15 15
P8522 46977 15 8
P8523 46978 17 11
P8524 46979 8 10
P8525 46983 18 20
P8526 46987 18 5
P8527 46988 3 5
P8528 46996 10 2
P8529 47000 14 16
P8530 47001 4 7
P8531 47011 1 11
P8532 47012 18 19
P8533 47020 9 20
P8534 47029 10 18
P8535 47032 5 16
P8536 47042 16 6
P8537 47051 13 14
P8538 47055 4 13
P8539 47065 6 18
P8540 47074 6 5
P8541 47076 11 17
P8542 47081 7 4
P8543 47090 11 6
P8544 47099 2 20
P8545 47102 2 11
P8546 47111 19 18
P8547 47118 12 18
P8548 47120 18 14
P8549 47124 7 9
P8550 47127 12 13
P8551 47134 3 5
P8552 47137 8 16
P8553 47140 15 13
P8554 47150 16 17
P8555 47160 2 2
P8556 47169 19 3
P8557 47172 6 18
P8558 47173 1 14
P8559 47177 20 12
P8560 47181 15 16
P8561 47188 18 20
P8562 47190 4 6
P8563 47195 17 10
P8564 47201 4 15
P8565 47210 20 8
P8566 47217 17 13
P8567 47225 17 6
P8568 47235 11 17
P8569 47243 13 19
P8570 47244 16 1
P8571 47253 13 15
P8572 47263 12 20
P8573 47269 4 18
P8574 47272 11 11
P8575 47275 17 16
P8576 47285 20 8
P8577 47291 5 5
P8578 47294 1 7
P8579 47302 5 2
P8580 47307 5 3
P8581 47316 10 1
P8582 47323 3 10
P8583 47328 15 1
P8584 47334 6 7
P8585 47335 2 6
P8586 47341 9 6
P8587 47344 16 15
P8588 47350 2 18
P8589 47356 6 5
P8590 47359 7 11
P8591 47361 5 20
P8592 47370 11 14
P8593 47375 3 1
P8594 47378 5 10
P8595 47386 4 1
P8596 47394 4 15
P8597 47403 11 5
P8598 47404 13 8
P8599 47406 15 15
P8600 47407 18 11
P8601 47411 12 14
P8602 47413 7 9
P8603 47414 1 11
P8604 47422 2 13
P8605 47431 7 6
P8606 47439 10 2
P8607 47449 19 20
P8608 47458 12 7
P8609 47460 11 4
P8610 47465 16 2
P8611 47467 5 15
P8612 47472 10 12
P8613 47482 8 8
P8614 47488 18 15
P8615 47497 5 13
P8616 47500 9 4
P8617 47509 16 18
P8618 47514 5 3
P8619 47524 15 2
P8620 47533 16 3
P8621 47539 7 6
P8622 47546 9 2
P8623 47556 14 14
P8624 47557 13 10
P8625 47565 10 7
P8626 47570 16 9
P8627 47572 6 13
P8628 47578 8 11
P8629 47583 4 13
P8630 47593 1 17
P8631 47601 12 11
P8632 47607 13 15
P8633 47617 8 20
P8634 47627 19 13
P8635 47630 18 4
P8636 47631 10 15
P8637 47639 17 11
P8638 47646 7 8
P8639 47653 10 1
P8640 47658 14 16
P8641 47666 14 15
P8642 47670 17 7
P8643 47676 16 12
P8644 47684 9 4
P8645 47688 4 4
P8646 47689 10 2
P8647 47695 1 8
P8648 47697 11 1
P8649 47706 18 16
P8650 47714 10 20
P8651 47718 8 16
P8652 47720 17 5
P8653 47729 4 5
P8654 47737 8 13
P8655 47745 12 8
P8656 47751 10 9
P8657 47761 7 10
P8658 47764 17 6
P8659 47768 16 17
P8660 47772 18 18
P8661 47780 12 18
P8662 47789 19 15
P8663 47792 18 7
P8664 47795 1 1
P8665 47805 2 5
P8666 47812 6 5
P8667 47817 8 4
P8668 47822 14 19
P8669 47830 18 2
P8670 47839 4 9
P8671 47840 16 3
P8672 47845 11 17
P8673 47851 6 4
P8674 47859 20 2
P8675 47866 2 1
P8676 47872 8 12
P8677 47879 16 15
P8678 47887 11 17
P8679 47896 16 7
P8680 47903 10 16
P8681 47907 16 18
P8682 47914 6 1
P8683 47919 13 20
P8684 47920 6 4
P8685 47929 3 2
P8686 47931 15 18
P8687 47938 1 8
P8688 47945 16 9
P8689 47947 5 6
P8690 47949 20 17
P8691 47954 20 6
P8692 47960 13 13
P8693 47966 14 2
P8694 47973 1 15
P8695 47979 14 2
P8696 47987 5 2
P8697 47990 5 5
P8698 47999 5 1
P8699 48000 7 14
P8700 48002 2 8
P8701 48006 1 14
P8702 48011 19 10
P8703 48020 18 3
P8704 48025 6 14
P8705 48026 20 17
P8706 48034 9 14
P8707 48036 15 10
P8708 48041 1 12
P8709 48051 17 18
P8710 48059 12 18
P8711 48065 12 12
P8712 48067 17 13
P8713 48068 1 10
P8714 48069 14 2
P8715 48076 3 10
P8716 48079 14 17
P8717 48084 16 5
P8718 48091 9 15
P8719 48097 7 18
P8720 48107 1 10
P8721 48109 1 3
P8722 48113 1 18
P8723 48114 4 14
P8724 48117 18 11
P8725 48125 16 10
P8726 48132 20 11
P8727 48136 16 1
P8728 48143 14 18
P8729 48150 15 15
P8730 48155 20 1
P8731 48165 11 3
P8732 48171 12 7
P8733 48178 7 13
P8734 48179 1 5
P8735 48182 9 12
P8736 48191 3 4
P8737 48194 20 7
P8738 48196 19 5
P8739 48198 7 20
P8740 48206 19 15
P8741 48213 10 4
P8742 48221 19 20
P8743 48231 6 14
P8744 48233 5 13
P8745 48235 5 13
P8746 48239 13 12
P8747 48248 15 15
P8748 48256 17 4
P8749 48258 4 17
P8750 48266 5 10
P8751 48276 16 12
P8752 48285 1 4
P8753 48294 18 12
P8754 48302 11 17
P8755 48307 10 19
P8756 48310 12 5
P8757 48318 6 1
P8758 48327 20 8
P8759 48329 5 18
P8760 48336 18 16
P8761 48337 4 17
P8762 48341 18 9
P8763 48349 4 14
P8764 48351 14 16
P8765 48354 11 1
P8766 48355 2 15
P8767 48359 12 18
P8768 48369 2 19
P8769 48372 17 2
P8770 48373 4 19
P8771 48376 10 10
P8772 48384 7 5
P8773 48390 20 11
P8774 48400 18 10
P8775 48408 19 14
P8776 48411 5 16
P8777 48413 2 6
P8778 48422 13 13
P8779 48426 12 2
P8780 48432 16 12
P8781 48442 7 8
P8782 48448 4 1
P8783 48454 14 16
P8784 48461 6 10
P8785 48463 1 6
P8786 48469 20 10
P8787 48471 12 8
P8788 48473 11 3
P8789 48479 17 13
P8790 48486 8 2
P8791 48495 15 15
P8792 48496 15 1
P8793 48503 1 17
P8794 48507 13 14
P8795 48513 6 15
P8796 48514 4 2
P8797 48517 6 20
P8798 48527 13 16
P8799 48530 6 18
P8800 48532 4 10
P8801 48535 3 5
P8802 48539 14 14
P8803 48541 20 5
P8804 48549 4 16
P8805 48558 2 1
P8806 48561 2 18
P8807 48564 1 14
P8808 48567 13 5
P8809 48568 6 11
P8810 48573 16 6
P8811 48583 9 3
P8812 48591 5 18
P8813 48595 12 12
P8814 48597 11 19
P8815 48602 20 9
P8816 48608 14 12
P8817 48617 2 13
P8818 48621 2 17
P8819 48622 1 18
P8820 48625 3 20
P8821 48635 1 4
P8822 48637 2 1
P8823 48639 16 16
P8824 48646 13 13
P8825 48655 2 4
P8826 48659 15 6
P8827 48661 1 14
P8828 48668 20 5
P8829 48674 12 4
P8830 48675 8 9
P8831 48682 9 15
P8832 48689 20 6
P8833 48699 12 10
P8834 48704 14 7
P8835 48713 13 8
P8836 48722 14 13
P8837 48728 9 8
P8838 48736 11 11
P8839 48738 6 9
P8840 48741 2 12
P8841 48744 5 10
P8842 48745 8 8
P8843 48746 4 7
P8844 48750 11 2
P8845 48758 16 2
P8846 48760 11 12
P8847 48770 10 4
P8848 48772 5 19
P8849 48774 16 9
P8850 48782 13 18
P8851 48785 8 16
P8852 48786 13 8
P8853 48788 1 15
P8854 48797 4 14
P8855 48802 6 7
P8856 48809 6 11
P8857 48810 10 14
P8858 48817 13 3
P8859 48821 17 8
P8860 48823 4 7
P8861 48825 12 9
P8862 48829 13 4
P8863 48837 12 17
P8864 48843 3 18
P8865 48845 5 7
P8866 48846 8 10
P8867 48855 9 19
P8868 48863 9 3
P8869 48866 4 2
P8870 48869 5 1
P8871 48877 20 19
P8872 48886 6 15
P8873 48892 16 1
P8874 48895 7 17
P8875 48903 4 13
P8876 48911 15 19
P8877 48921 18 13
P8878 48930 15 8
P8879 48939 15 8
P8880 48949 5 15
P8881 48950 19 10
P8882 48955 7 13
P8883 48956 7 18
P8884 48961 16 4
P8885 48967 14 18
P8886 48969 19 15
P8887 48978 15 18
P8888 48985 12 3
P8889 48992 14 18
P8890 49000 19 3
P8891 49001 10 12
P8892 49006 15 13
P8893 49008 2 1
P8894 49010 13 10
P8895 49012 11 20
P8896 49015 20 7
P8897 49025 17 5
P8898 49029 19 7
P8899 49031 13 6
P8900 49039 6 8
P8901 49049 16 8
P8902 49053 19 16
P8903 49063 13 17
P8904 49065 7 7
P8905 49067 2 14
P8906 49074 9 3
P8907 49081 12 1
P8908 49090 3 17
P8909 49100 7 3
P8910 49101 13 3
P8911 49102 1 17
P8912 49107 16 19
P8913 49113 20 7
P8914 49114 3 19
P8915 49124 1 5
P8916 49134 13 4
P8917 49135 15 13
P8918 49137 19 6
P8919 49144 13 9
P8920 49150 19 6
P8921 49156 9 10
P8922 49157 9 4
P8923 49167 1 6
P8924 49177 14 6
P8925 49179 8 10
P8926 49183 4 20
P8927 49184 14 1
P8928 49192 19 13
P8929 49196 14 20
P8930 49205 9 3
P8931 49210 3 10
P8932 49218 4 12
P8933 49220 1 5
P8934 49228 18 16
P8935 49238 11 17
P8936 49240 5 3
P8937 49248 20 5
P8938 49258 16 1
P8939 49263 2 11
P8940 49268 10 5
P8941 49270 19 2
P8942 49271 3 5
P8943 49281 3 12
P8944 49282 6 12
P8945 49288 7 2
P8946 49290 8 2
P8947 49296 2 20
P8948 49299 11 7
P8949 49304 5 7
P8950 49308 20 17
P8951 49312 6 14
P8952 49315 9 12
P8953 49324 8 12
P8954 49328 2 8
P8955 49329 4 19
P8956 49336 7 4
P8957 49346 15 6
P8958 49348 13 5
P8959 49349 5 19
P8960 49359 8 15
P8961 49362 20 15
P8962 49367 20 8
P8963 49370 12 14
P8964 49373 19 4
P8965 49378 18 7
P8966 49388 15 17
P8967 49397 12 14
P8968 49398 19 13
P8969 49408 18 8
P8970 49411 18 14
P8971 49412 13 16
P8972 49419 13 11
P8973 49427 1 12
P8974 49433 11 14
P8975 49435 9 15
P8976 49441 17 5
P8977 49446 3 1
P8978 49451 11 12
P8979 49453 6 7
P8980 49462 10 14
P8981 49469 3 14
P8982 49473 17 18
P8983 49482 1 15
P8984 49487 8 16
P8985 49493 10 17
P8986 49503 16 5
P8987 49511 13 18
P8988 49512 9 15
P8989 49515 6 3
P8990 49522 14 16
P8991 49531 8 11
P8992 49534 4 5
P8993 49535 12 16
P8994 49537 5 4
P8995 49543 9 14
P8996 49546 16 16
P8997 49548 12 12
P8998 49549 8 7
P8999 49557 3 9
P9000 49567 9 9
P9001 49574 7 13
P9002 49581 9 8
